,tweets
2893,"@Flipkart very poor service, you have canceled my order twice after a long wait of almost 20 days without any appropriate reason during the festive period of Diwali. The product was not delivered to me after reaching the base station of my locality. Logistic issues, Ohh really😠"
2894,#Flipkart #badservice Neither the order is delivered nor the customer care is providing any update https://t.co/96Hg1R2chM
2895,@flipkartsupport @Flipkart @SrBachchan  where is your delivery partner that will pick up my parcel. I don’t received any update
2896,@flipkartsupport I have already gone through lots of discussions since 13th of the month. I do not need any discussion now. Worst service from @Flipkart
2897,"@Haripra92173146 To ensure that your Flipkart account information is safe, please DM us by clicking on the below link with the requested details. ^AQ (2/2) https://t.co/5DoqNu2BgV"
2898,"@Shah_e_Bekhbar We strongly recommend that you do not click on the fake links shared through instant messaging or social media platforms and advise you to shop exclusively on our official website (https://t.co/0efxKCz8kw), mobile app or mobile site (2/3)"
2899,"@rajneeeshkumar @Flipkart @myntra @myogiadityanath @navneetsehgal3 @CMOfficeUP @PMOIndia @narendramodi @ChiefSecyUP @sanjaychapps1 @dsdcmofficeup @drdineshbjp This is nice! Ecommerce brands are doing their best and including everyone whom they can help to sell and prosper. And the best thing, in the process they’re creating thousands of jobs directly &amp; indirectly. @PiyushGoyal @PMOIndia"
2900,RT @realmeLink: The blue-tiful colour variant of your favourite realme N1 Sonic Electric Toothbrush is up for grabs! Buy yours today and ge…
2901,"They are mentioning that they will not come at my new address until it gets updated. Now my question is, if my address in not updated, how flipkart can deliver at new address. And why installation is not taking place at my new address if you have delivered the item at my new add https://t.co/5Ntxzss0KQ"
2902,"@Shah_e_Bekhbar Sorry to hear that. We understand your concern here. However, we'd like to inform you that Flipkart does not share any offer related details to make a transaction on other websites. (1/3)"
2903,"Let your scent be as your next move in a duet. Efficient, effortless and of course, extremely impressive. You own it!
Shop Online on Flipkart: https://t.co/FO2PJl5yCb
#Envy #Gifting #EnvyGoFrench #EnvyPerfumes #perfumes #GetReady #StyleGoals #MustHave #Fragrances #deodorants https://t.co/B544ISOaWK"
2904,"@CyberCrimeshyd sir, a small query. What if flipkart cheats customers after ordering a product and don't take returns for the defective product? The seller in Flipkart has continuously rejecting my returns. Most reputed online selling platforms are also cheating ☹️"
2905,"@roney4delhi i pre ordered, but flipkart shipped the order only yesterday."
2906,@Flipkart hey flip when will I get the happy news of asus vivobook 14 laptops are in your stock for atleast 7 days for every pincode all over the nation.😢😢
2907,"Compensation towards price differential, complaint filed against @Flipkart 
#Flipkart
https://t.co/4se4pX6j8I"
2908,"#FlipkartWholesale's collection of winter fashion helps retailers stock up on the latest and greatest of winterwear with ease.
Download now: https://t.co/BzfOCc5Cxp
#BusinessBanayeAasan #winterfashion https://t.co/jlbxXaN5xE"
2909,"@flipkartsupport @flipkartsupport from 3rd July I am taking follow up,On 07 th oct my have collected by your courier partner now your team saying not collected when I have submitted confirmation msg of collection,it's totally pathatics sevices from your side @Flipkart @FlipkartSeller#pathatic."
2910,"@APW_Akshay_Wagh @Flipkart @Subhash_Desai @akhil1485 There should not be only Marathi in the app.There should be an option among English, Hindi or Marathi."
2911,"@Micromax__India 3rd Option, Micromax Website and Flipkart"
2912,@jagograhakjago can you check with @amazonIN and @Flipkart why they have different MRP of the same item. This is provided wrong information to the customer and inflating discount percentage. https://t.co/99ArdcPOX2
2913,"@Flipkart @flipkartsupport @FlipkartStories 

Frustrated with flip-kart order. Waiting for last 45 days for a single order bt don't know if flip-kart wishes to surprise me by delivering on next new year. https://t.co/0MNzZX1dwv"
2914,"Again I have received message that my refund request has been rejected. I have done so many complaint and I am not getting any resolution from flipkart.
 Flipkart is such a fraud company I have seen. I need my. Money back.
@flipkartsupport @jagograhakjago"
2915,"@Flipkart this is regarding Order ID - OD120181992109134000. I have ordered for a TV and got damaged item  delivered on my new address (which I have informed over call to the courier guy) on 13th Nov’20. After replacement request raised, I again got new consignment on 21st Nov."
2916,"@flipkartsupport @Flipkart I want to change my phone number but few months ago I lost my old phone. 

I tried to update my new mobile number, the OTP are being sent to both the new number and old number. 

Please Help me Out Flipkart"
2917,"@vijayshekhar Successful startup founder talks a lot about ecosystem but in reality there is NO ECOSYSTEM  available for the new entrant. Moreover after the movement of ""discarded China"" now even the funding option are also drying up. Wondering now, ever any startup will grow like flipkart?"
2918,@ASUSIndia pls have some stock of vivobook 14 laptops in flipkart really want to buy your product.
2919,Are you starting off a reselling business and need to scrape Flipkart for product listings? Read the new guide: https://t.co/PGsvyTmQal https://t.co/fBtmRyFjwi
2920,"RT @cashbackpao: Minimum 50% off on Women's Sweatshirts, Sweaters &amp; More on Top Brands

It is going to be snow much fun! Time to get winter…"
2921,"@arupeshacharya Hey, Rupesh! IN 1b will be available for sale tomorrow at 12 noon. You may grab yours from our official website or Flipkart.🙂
https://t.co/mJpuRC3dNK"
2922,"@SONUKUM43584801 As our twitter page is visible to the public, in the future, we’d recommend you to share your Flipkart Account related information with us via the link below to assist you further. ^AC (2/2) https://t.co/5DoqNukc8t"
2923,"Searching for ""wifi mesh"" on flipkart shows me sports bra on positions 4&amp;10, BT speakers on 6,7,9 and BT headset on 8. Flipkart search algo be like : https://t.co/jyKMDqvplL"
2924,"@jha_sachin129 To ensure that your Flipkart account information is safe, please DM us by clicking on the below link with the requested details. ^YH (2/2) https://t.co/5DoqNu2BgV"
2925,"Wild Stone Code Chrome Perfume Body Spray - For Men(120 ml) Rs. 162 - Flipkart

https://t.co/rwVabCyQdp"
2926,@flipkartsupport @Flipkart is this not a serious issue for u ???
2927,"@flipkartsupport @Flipkart frustated with your delivery and support.

Will I receive my order by 2021 New Year? Whats happening. raised lot of complaints through call, mail, portal but no response. keep it up. https://t.co/ljeZFjJfTp"
2928,"@gargarindam28 To ensure that your Flipkart account information is safe, please share the requested details via DM by clicking the link below. ^SI (2/2) https://t.co/AVMrxtQCnt"
2929,"@Flipkart They said that you must contact within 72 hours of request cancellation. But how would I know the request was cancelled as I was not notified about it. So, that's shows how anti customer flipkart is..policy is Everything to them"
2930,I am getting call on both no from everyone except Flipkart
2931,#flipkart India team not providing me proper channel for my return order request
2932,@flipkartsupport @ThomsonTvIndia @Flipkart @flipkartsupport plz help. Nobody is responding from @ThomsonTvIndia. It's been more 2 months.
2933,"RT @zunpulse: Carry your home in your mobile phone.

Welcome to the future of living!
Buy #zunpulse smart devices from Amazon, Flipkart or…"
2934,"RT @zunpulse: zunpulse is #smart, so you can be lazy even on a Monday morning. 😴

Grab your #zunpulse smart devices from Amazon, Flipkart o…"
2935,"@Flipkart Its very disappointing to say that as this is Indian brand n 4 supporting I order 4m this platform bt yur management n al d department z spoiling ths brand, its been a week but still waiting for order yur lst person put my call for 5 min n disconnected. ths z nt professional way."
2936,Are you closed recharge option through your Flipkart Mobile Application? That is really useful one. Kindly active again please. Thank you. @Flipkart @flipkartsupport
2937,"RT @OnePlus_IN: Soft in the ear, hard on the bass. The Buds Wireless Z is perfectly balanced like all things should be.

Get it now: https:…"
2938,"@Srini_PhD_IIM @Kishoreciyer1 Well in these cases, it's all about passing the monkey onto someone else.. Raise money, increase valuation, sell stake to new/existing investors and exit. The very reason likes of Flipkart, Paytm, Swiggy, Zomato etc won't go public. That's never their strategy"
2939,"@Flipkart 
I had requested return for a product. But the pickup was delayed as no one came. Now the return request was cancelled automatically as the time for return was over. So, was it my fault?"
2940,"RT @_MissPoojaJi: Excited for new show....
Ladies VS Gentleman
#RashamiDesai #Flipkart
 #vikasgupta #ParasChabbra #Riteishdeshmukh #baniJ #…"
2941,"@SufiyanStalion To ensure that your Flipkart account information is safe, please DM us by clicking on the below link with the requested details. ^TY (2/2) https://t.co/5DoqNukc8t"
2942,"@AnilBhatt7 To ensure that your Flipkart account information is safe, please start a private message with us by clicking on the below link. ^VH (2/2) https://t.co/5DoqNukc8t"
2943,Where is the response? It has been 19h since providing the Order id. @Flipkart @flipkartsupport https://t.co/Gi6Zs8NwZV
2944,"@flipkartsupport WUD REQUEST U GUYS TO PLEASE READ THE QUERY PROPERLY BEFORE REPLYING THROUGH THESE AUTOMATED REPLIES.

HAVEN'T GOT ANY INFO REGARDING MANNER OF INTIMATION AND TIME OF CREDIT BACK OF REFUND FOR THE DIFFERENCE AMOUNT THROUGH THAT EMAIL.

PLEASE CLEAR THE SAME. @Flipkart #Flipkart"
2945,"RT @dealztrendz: Galaxy Fit e Smart Band (Black) by Samsung for ₹1,490 

Flipkart selling for ₹2,199 

https://t.co/LkpmqUaj16"
2946,"@RealAnshAgrawal To ensure that your Flipkart account information is safe, please share the requested details via DM by clicking the link below. ^UR (2/2) https://t.co/AVMrxu8df1"
2947,@triptitoor @flipkartsupport As a merchant I too hv faced similar harassment from @Flipkart. Zero cust support
2948,@Ravi30434677 @flipkartsupport @Flipkart Better but in @amazonIN
2949,"@Saikuma71459327 To ensure that your Flipkart account information is safe, please start a private message with us by clicking on the link below. ^RV (2/2) https://t.co/5DoqNukc8t"
2950,"Purchased @iBallIndia tab&amp; crying for service,during lockdown company said aftr lockdown warranty will remain same and  now guarantee period finished &amp;till date no any service centre open @Ahmedabad. Plz dont purchase anything online from Iball
@Flipkart @jagograhakjago @nch14404"
2951,@Sanghamithran @Xiaomi @flipkartsupport @Flipkart @manukumarjain @_Kalyan_K @_sachinbansal You really shouldn't expose your imei number.
2952,"@Flipkart very bad prodect
order ID OD220107933464888000 https://t.co/NYUvJt983f"
2953,"Dear @Flipkart, let me make you aware that the material I had ordered is defective, so I have given a request to return it, it is getting hot immediately and the smoke is coming out. https://t.co/PA8hOX50Cd"
2954,@Flipkart @flipkartsupport @FlipkartSellers @WorkAtFlipkart @FlipkartW thanks for processing the order immediately...hope that product will be delivered within time... https://t.co/ImbBp1MW8D
2955,"@flipkartsupport @Flipkart OD120232031322362000
Received empty packet, video not done because never experienced the same, seller rejected claim, kyc sent thru mail, still waiting for refund, pls look into this, check account history never done fraud."
2956,"Galaxy Fit e Smart Band (Black) by Samsung for ₹1,490 

Flipkart selling for ₹2,199 

https://t.co/LkpmqUaj16"
2957,@Flipkart and @flipkartsupport any updates?
2958,"@Flipkart i ordered a mobile OD120117692353857000 its dead on arrival, flipkart create my replacement request and gave pickup date 8 dec. but after passing 7 day return policy they cancel my return and now not creating my replamnt request. how low you go flipkart, such a pathetic service ."
2959,@flipkartsupport @flipkartsupport @Flipkart i have provided the required data 10 days back. But still there's no response from back hand end . Please check
2960,"RT @Micromax__India: @Hello_Himansh This is awesome, Himanshu. We will be back with more stocks of IN note 1 for you on 1st December 2020 a…"
2961,"@Hello_Himansh This is awesome, Himanshu. We will be back with more stocks of IN note 1 for you on 1st December 2020 at 12 noon. Make sure you grab yours from our official website or Flipkart.🤩
Know more: https://t.co/LAoXIMfCYk"
2962,"Be the Big Boss of your smart home with the zunpulse smart camera. Introduce a modern security system TODAY!

Buy #zunpulse smart devices from Amazon, Flipkart or Snapdeal
#IoT #hometech #technology #smarthome #BigBoss https://t.co/IQuZQZ4gMv"
2963,@flipkartsupport How many times are you telling same matter. Are you not working my return process. V bad situation of life.worest performance of Flipkart. How many days take. Are you telling last 15days.vvvvvvvvvbad of Flipkart.
2964,"Curcumin works as a detox agent and helps you stay fit and healthy. 
Order your dose of detox today.

To place your order on Amazon:https://t.co/urQzA9aF2e 
To place your order on Flipkart: https://t.co/KFDE8Uhzpt

Visit:https://t.co/A2dxE9ye3m

#Dotshot #vegandrink #grabadotshot https://t.co/fZ7BIZxmzv"
2965,"@Flipkart If this time these looters r nt exposed   then they will keep on doing these corrupted activities more nd more ,hw they dare to do such cheap activities with us"
2966,"All Stores goes and buys like required ! There business scrooving ! Amazon vs Flipkart vs Reliance ! etc online sales ! home delivery ! People where to go !

People buy like required ! Go store ! Small business people !"
2967,RT @Dhinchak_Girl: #DeliverThanks In the @Flipkart .
2968,@surendr18920432 We understand your interest in Honor MagicBook 15! Please stay tuned with us for announcement on the next sale date. You can enable 'Notify Me' option by visiting Flipkart to get notifications regarding the device availability.
2969,"RT @Dhinchak_Girl: #DeliverThanks on #Diwali
👇👇
@Flipkart 
                Vs
                     @amazon ."
2970,Pirated Games Were Being Sold on Flipkart; Flipkart Responds https://t.co/EFly7gpiOs #gaming
2971,@Flipkart You should name yourself as https://t.co/kJWFwKeOzf My account has been blocked because I tried to return faulty products received. If this is the way you treat your customers than you will never get ahead in online shopping space. Never faced such issue with @amazonIN
2972,"@flipkartsupport @Flipkart @Flipkart

@flipkartsupport

@_Kalyan_K

Didn't get any update very poor services

😡"
2973,"RT @hexanovate: Ecommerce Tips👇🏿
Your Sales funnel for ecommerce business looks like this👇

A simple logic, more are the visitors, more wil…"
2974,"Well now I am told to wait till 27. Shame @Flipkart . First 24hrs,then 48hrs, then 5days. Great hidenseek game. Where is Danish Muhammad who promised things? @flipkartsupport where is ur social media team."
2975,Major eCommerce companies despite turnover of billions don't pay taxes and perpetually carry losses over several years. Damaged retail trade. #IncomeTaxDepartment #Amazon #Flipkart #AtmaNirbharBharat https://t.co/kKyIEYaTjJ
2976,"Againtship need to go ! Indian Flipkart also Amazon vs Reliance vs Flipkart need to go ! Stays there ways good ! 
Rich fight makes ! Business own and scrooving ! Simple person to me not leaving ! Amabanis reliance and infosys foundries and sudha murthy 
https://t.co/VncHRgUN4U"
2977,"@Flipkart I hd lost my money by trusting it,dont want others to be the victim of it nd regret afterwards so I will keep on mentioning its fraud untill it realise its fraud nd provide a satisfactory resolution along with the compensation for the loss i faced"
2978,"@CreativeThinks1 To ensure that your Flipkart account information is safe, please share the requested details via DM by clicking the link below. ^SI (2/2) https://t.co/AVMrxu8df1"
2979,"@flipkartsupport @_Kalyan_K @Flipkart  Dear Team,Pls check my earlier https://t.co/1Dsucun1UC's not regarding return pickup of item but about sending me a already returned watch bearing Serial No SL92-008128307.This was the item I returned on 29.10.2020 as it was a damaged piece.Expect a solution"
2980,I have ordered 2set (OD120266042061075000 &amp;  OD120281013033170000)cookware set from Flipkart and today it is delivered and after open we found fray pan damage of both set  So we return this item to Flipkart and I want refund amount of both cookware set .@flipkartsupport @Flipkart https://t.co/u3pdp2trS6
2981,"RT @ramansocial: #realmedays
#Flipkart 
#FlipkartChorHai 
Don't get fall into trap of #RealmeDays sale, they are selling defective product…"
2982,"@Flipkart @FlipkartVideo Urgent information:-We can't trust these looters anymore as it is proved as the biggest scam of the year which is nt safe for us any more ,many ppl r regretting while trusting it"
2983,"@ZyncWorld To ensure that your Flipkart account information is safe, please start a private message with us by clicking on the link below. ^AQ (2/2) https://t.co/5DoqNukc8t"
2984,"@flipkartsupport Ok please specify referring to that mail, after placing the order, how and in how much time i ll get the refund of difference amount back to original source of payment? I hope you guys can help me with this promptly. @Flipkart #Flipkart @flipkartsupport"
2985,@ZyncWorld Sorry to hear that. We certainly understand your concern. You can reach seller support by dialing 0124 - 4319362 or you may visit https://t.co/aS3O2w0DJw for further details on this. Thank you for understanding. (1/2)
2986,"@UmeshSh24574530 Hey, Umesh! We will be back with more stocks of IN note 1 for you on 1st December 2020 at 12 noon. Don't forget to grab yours from our official website or Flipkart.🙂
Know more: https://t.co/LAoXIMfCYk"
2987,"@Flipkart It is a fraudulent nd the most untrustworthy platform with which we are not safe ,it is running a big scam of sending ppl a defective products nd than grab their money,stay away from these looters as soon as possible"
2988,"Prevention is better then cure!!
There are very simple yet effective COVID prevention methods.

We need to keep safe distance from things which might carry germs and the COVID patients. 

SURESHOT is your disinfection partner!! 

Buy from Flipkart https://t.co/FvBlETzRCQ"
2989,"JM Brand Plastic File Folder F/C Expanding Bag|Size:FC|Colours:Blue
Shop Now: https://t.co/JfJzCadRTW...
Please Visit Us:- https://t.co/wK9JLIpoHj
Amazone: https://t.co/eyGEMurItv
Flipkart: https://t.co/unBXPdEEQW
Contact us on
-7045482436/ 9930651934
""Try it, You'll Like it"" https://t.co/OvbMcJHviB"
2990,Till now @Flipkart executive is checking what is the problem https://t.co/VnrNCEiU28
2991,"@Flipkart @flipkartsupport will u even care to listen to plea. First I was told to wait 24hrs, then https://t.co/nQ5UI2OO8w that too completed and noone is listening. I am fucked by buying product on @Flipkart .y money is wasted. I trusted you and bought with a increased price https://t.co/deyNzx4qUr"
2992,"@EcomExpress_Ofc not delivered my order and no response until 
I ordered in @Flipkart  but the delivery boy theft  my product what is this?"
2993,@flipkartsupport @Flipkart seller account disabled for false reason. Please help in activating the account asap
2994,"@ERDeepGill5 Hi,

Thank you for reaching out to us. The Camon 16 will be available at a price of ₹11,499/- on FlipKart. Check it out: https://t.co/0hyLR7l2o3

Regards,
Team TECNO Mobile India"
2995,@flipkartsupport What hope @Flipkart you already told that your product will be delivered before 26 Nov 2020
2996,"Still available : Mobile Back covers from ₹49

https://t.co/Gl6kspDTOT

."
2997,Flipkart wala bhut froud hai very froud company hai
2998,"And now after almost 4 months yesterday midnight I received an mail from flipkart that my account has been unblocked. But now they are not giving me an option to return/replace my AC which they have delivered it wrong.
So what's now? @flipkartsupport"
2999,And as soon as I tried to return the product from my flipkart account they blocked my account due to some silly reasons. And from August onwards I am just requesting them to replace the product but that too is a big deal for them and they are not solving my issue.
3000,"@Flipkart @flipkartsupport 
Order: OD119271675336726000
Item: Voltas 1.5 Ton 5 Star Split Inverter AC - White
This product was ordered on 27 July and delivered on 3 August and unfortunately I received a wrong product from flipkart."
3001,"@priya2591988 To ensure that your Flipkart account information is safe, please start a private message with us by clicking on the link below. ^JR (2/2) https://t.co/5DoqNu2BgV"
3002,"@sankyn1 To ensure that your Flipkart account information is safe, please start a private message with us by clicking on the link below. (2/2) ^PQ https://t.co/5DoqNukc8t"
3003,"@Dev_MayankSingh To ensure that your Flipkart account information is safe, please share the requested details via DM by clicking the link below. ^UR (2/2) https://t.co/AVMrxu8df1"
3004,"@JailalP As it is a public forum, please do not share your details like phone number, email address, or order ID here. You can DM us by clicking the below link to make sure your Flipkart account details are safe. ^UY (2/2) https://t.co/5DoqNukc8t"
3005,"@Sandeepjangir39 To ensure that your Flipkart account information is safe, please DM us by clicking on the below link with the requested details. ^SC (2/2) https://t.co/5DoqNukc8t"
3006,"@ajeeshgeorge86 To ensure that your Flipkart account information is safe, please DM us by clicking on the below link. ^EE (2/2) https://t.co/5DoqNu2BgV"
3007,"@omkarnayakleo To ensure that your Flipkart account information is safe, please start a private message with us by clicking on the below link. ^VH (2/2) https://t.co/5DoqNu2BgV"
3008,@myntra I kno very well dat this concern is in ur hands but you can continue to harassing ur customers in big amount refund situation for ur incentives. I never face this type of complaint with @amazon  and  @Flipkart  they very well understand there customers. Money is not everything
3009,@flipkartsupport @Flipkart order still not received https://t.co/cmEa213T64
3010,"RT @ajayvairamuthu: @realmecareIN 
@MadhavSheth1 
@FrancisRealme 
@Flipkart 
@C4ETech 
I have pre-ordered realme tv sled on 25th of oct.I p…"
3011,Been a month that the defective product hasn't been picked! Bad service @Flipkart please help @_Kalyan_K @WalmartInc @walmartindia been a pathetic experience already! Installation took a month and now the defective product is lying in my house for more than a month. Tired!!
3012,@Flipkart Below order has delayed 2 times but now I am trying to reach out to customer care they put me on hold for more then 20 mins saying they are connecting to their but no response from anyone. https://t.co/CFbQuHixKo
3013,"Expected happened, 6th time cancelled by @Flipkart and showing as per my request, what a joke and they are jocking with my money and time. Again and again @Flipkart  revealing don't believe them https://t.co/20GXpj9AFy"
3014,"PTron Soundster Pro Bluetooth Bluetooth Headset(Black, On the Ear) Rs. 1048 - Flipkart

https://t.co/Hxpt52b7zw"
3015,"@Micromax__India @Flipkart I already ordered micromax 1b from Flipkart with pay on delivery option.
do i need to order it tomorrow again or what?"
3016,Just came across this in Flipkart....is this for real..our very own desi version ...didnt know a Tilak can attract people #Flipkart https://t.co/GT8WAgsvEH
3017,"RT @amit_upadhye: I am loosing 8000 because booked flight via @Flipkart and 
@IndiGo6E cancelled it. and now I am have to loose 8K ? please…"
3018,"@Flipkart I stopped buying from Flipkart, because since last one month they are checking my patients and wasted my money"
3019,"#MicromaxInNote1 next sale on December 1. Check prices, specifications, and offers on @Flipkart:
@Micromax__India

https://t.co/WvxjtESW0r"
3020,@flipkartsupport What clarification? Do u really knows about my issue? Let me inform you that this product was ordered from flipkart pay later and i will not pay single penny till i will get my product replaced. #fraudsellers #poorcustomerservice #PoorPeoplesCampaign #shameonflipkart
3021,"@flipkartsupport If you did understand my concern, I'd have definitely gotten an update in the past 12 days other than IVR/template responses. Does your earliest mean something more than that?
#Flipkart"
3022,"@suhaibfaizy To ensure that your Flipkart account information is safe, you may start a DM with us by clicking the below link. ^AX (2/2) https://t.co/5DoqNukc8t"
3023,"@nsitharamanoffc  
Madam, , e-commerce companies ( flipkart, amazon) should be mandated to mention explicitly the ‘country of manufacture’ of the products sold by them alongside each product. What is your view?"
3024,"OPR Stainless Steel Square Perforated Pedal bin with Plastic Bucket (8×12 and 10×14) Pack of 2 

Made From High Quality Stainless Steel and comes with a plastic base. 

Shop Now : https://t.co/o4cgaZCvFa

#opr #oprdustbin #dustbin #amazon #flipkart  #offers #Deals #DealsForDays https://t.co/8pu6TgWwh5"
3025,RT @bhagdevmoheet: Hello #Everyone just watch #EVERY time Company's Employees Given Fake Commitment for last 20 Days But Still Can't Provid…
3026,"realme Buds Classic Wired Earphones with HD Microphone At Rs.299/- Only.

White : https://t.co/O3oIvF78LH

PC : Flipkart At Rs.499/-"
3027,"@Swamy39  
Sir, e-commerce companies ( flipkart, amazon) should be mandated to mention explicitly the ‘country of manufacture’ of the products sold by them alongside each product. What is your view?"
3028,"@Flipkart @Flipkart @_Kalyan_K First you have sent a malfunction product, at the time installation it didn't work at all. Replacement took another 3-4 days. Now since last 4days waiting for installation and no update yet. Is this kind service you provide?
Order# OD120173328847082000"
3029,"@Shashan06164799 Also, to ensure your Flipkart account privacy, please share the requested details via DM by clicking the link below. ^KN (2/2) https://t.co/5DoqNukc8t"
3030,"@Micromax__India @Flipkart In future phones we need Snapdragon processor #INMobiles
Definitely other brands have serious headache🏃🏽‍♂️. After this they are not gonna tell we are no.1 smartphone🔥 #INMobiles #INForIndia"
3031,"@avya2k Hey! We will be back with more stocks of IN note 1 for you on 1st December 2020 at 12 noon. You may grab yours from our official website or Flipkart.🙂
Know more: https://t.co/LAoXIMfCYk"
3032,@APW_Akshay_Wagh @Flipkart @Subhash_Desai @akhil1485 start boycotting bollywood😊
3033,@amit_upadhye Sorry to hear that. We certainly understand your concern here. Request you to contact Flipkart Travel Desk on the toll-free number 18002583535 or send an email to travelhelp@flipkart.com for further assistance on this. Hope this helps! ^JA
3034,"@FlipkartStories @Flipkart A2 b) MarQ

#ContestAlert #TriviaTuesdays 
#TuesdayVibe #TuesdayShoutout 
@FlipkartStories 
@Flipkart 
Join
@mysterioussu 
@Raghavendra0703  
@yashgandhi66 
@diva_tulipss   
@RubyAga9339  
@SingerUsha09  
@Chhbi777  
@prashantDocean 
@PritiNivoriya 
@sengodan4
@JayshreeMalhot6"
3035,@Micromax__India @Flipkart And when the winners will get announced??! 🥺
3036,Provogue Men's Footwear Min 60% off from Rs. 386 - Flipkart - https://t.co/ywqvsUG0Uf https://t.co/ISmzTE26nt
3037,"@Micromax__India @Flipkart When you start packing and shipping of  pre-orders of micromax in 1b.
In flipkart shipping date is 24 Nov. but still not packed."
3038,"@b50 Swiggy pre covid had 2L delivery boys. Assume Zomato is similar. Add flipkart, amazon, Delhivery etc. We’ll easily top 1M. Public sector banks in India have fewer than 1M employees."
3039,@amitpadwal_ @flipkartsupport @Flipkart @GoogleIndia Yeah. Camera and smaller form factor is something I really need.
3040,"@sanjayk47504347 In future, to ensure that your Flipkart account information is safe, please DM us by clicking on the link below. ^VB (2/2) https://t.co/5DoqNukc8t"
3041,"Dear @Flipkart @flipkartsupport nowadays Shopping with you is an epitome of blunder. I bought a product with Order ID - OD120082066879058000 on ""No Cost EMI"". But the same product's amount debited with interest on EMI. Why would i pay interest on  NO Cost EMI?
#Flipkart"
3042,"@Flipkart @_Kalyan_K First you have sent a malfunction product, at the time installation it didn't work at all. Replacement took another 3-4 days. Now since last 4days waiting for installation and no update yet. Is this kind service you provide?
Order# OD120173328847082000"
3043,@JithJi Sorry to hear that. We understand your concern about the Flipkart account access. Please share the registered email ID/registered phone number via DM by clicking the below link so that we can assist you accordingly. ^TS https://t.co/5DoqNukc8t
3044,@flipkartsupport @Flipkart @ABPNews these people are just closing my ticket every hour. I am just requesting to send the refund email to my latest id. These people are harassing me from 20 days. It's so cheap tactics by Flipkart.I have talked to 30+of their executives and no help https://t.co/7V127paS0a
3045,Flipkaft plus account gone!!! @Flipkart #Flipkart https://t.co/HpZFQq48cb
3046,RT @PMarkMustardOil: #StaySafe during these times of #COVID19. Use #online #shopping that offers touch-less and contact-less transactions.…
3047,"@Flipkart @FlipkartStories @flipkartsupport Despite of sharing all the documents over email &amp; private message my refund for booking id FF20111010210726 , FF20111610419128 &amp; FF2002235382879 is still not processed from your end. Can you please do the same for all"
3048,@flipkartsupport my order didn't received yet. The delivery boy denied to deliver the product and for this i register a complaint in customer support. See what the result Flipkart called me say we have to cancel your order. wow! Shame on Flipkart
3049,"#StaySafe during these times of #COVID19. Use #online #shopping that offers touch-less and contact-less transactions. #PMarkMustardOil, your favourite #MustardOil brand, is easily available on leading sites like #bigbasket, #AmazonIndia and #Flipkart. https://t.co/aKxALGGMcu https://t.co/QWJYfwO91I"
3050,@Flipkart I've been placing order for a geyser and the order automatically gets cancelled after a few hours. Tried contacting you guys but no use!
3051,"JM Brand Plastic File Folder F/C Expanding Bag|Size:FC|Colours:RED
https://t.co/JZwRxdsRdE
Please Visit Us:- https://t.co/wK9JLIpoHj
Amazone: https://t.co/eyGEMurItv
Flipkart: https://t.co/unBXPdEEQW
Contact us on
7045482436/ 9930651934
""Try it, You'll Like
#marketing #branding https://t.co/1TQbAdvm3v"
3052,"@flipkartsupport Your chat bot said Flipkart support assistant will call you in next 11 minutes now its been 25 minutes, are you guys sleeping, since last 15 days i am struggling to connect you guys but didn't get any reply or call from your support team @Flipkart"
3053,RT @M1008P: The main reason behind ECom CashBack Scam is that Banks give discounts if you buy from Amazon or flipkart but does not offer di…
3054,"looms &amp; weaves Natural Jaggery Powder from Kerala - 250gm Powder Jaggery(250 g) Rs. 149 - Flipkart

https://t.co/oaeG3XsPLh"
3055,"🌟Flipkart Heating Days (25th - 29th Nov).

🔗https://t.co/MP9z1AwQ7F

Upto 60% Off On Geysers : https://t.co/wLaPdyj69y

Upto 50% Off On Room Heaters : https://t.co/c4OLWi52VA

Upto 75% Off On Immersion Rods : https://t.co/G8xKZ68O4e https://t.co/zdXrLKTIzI"
3056,"Minimum 50% off on Women's Sweatshirts, Sweaters &amp; More on Top Brands

It is going to be snow much fun! Time to get winter ready in the trendiest winter styles from Flipkart Fashion, India Ka Fashion Capital.

#winterfashion
#womensfashion
#womenswear
https://t.co/1Atphn6kyL"
3057,"@MayankManchan17 To ensure that your Flipkart account information is safe, please share the requested details via DM by clicking the link below. ^UR (2/2) https://t.co/AVMrxu8df1"
3058,@flipkartsupport @Flipkart @FlipkartSupport Did you guys called me just now? As I am got a call from your executive saying i can get my money through google pay and he was asking some details. #FlipkartFraud #Fraud
3059,"@MiTVIndia My order id 
OD116437883432687000
Invoice no-FAB8AI2000023862
Serial no-21827/106100370790
Date of invoice- 04/09/2019
Mobile no-9479254484
I purchased 4A pro 32inch from Flipkart
It was replaced last month and after one week replacement tv screen become red"
3060,"@ixigo I have already forwarded to you all many times .Send me your email id now in reply , i will forward you again @_Kalyan_K @FlipkartStories @Flipkart"
3061,"RT @kalyanimishraa: Banks and e-commerce companies like Amazon and Flipkart are actually violating FDI policies.
Ecom CashBack Scam"
3062,"Shameless company &amp; leadership

@flipkart @walmartindia @_Kalyan_K"
3063,"@BoatNirvana I bought board air drops from Flipkart 2 months ago but after some time they were not connecting to the phone, so I opted for door to door replacement by going to Vote website and a few days later on October 24 my product pickup"
