,tweets
808,"@dmuthuk Dont know you are wrong or roght. Snapdeal, tata sky sales went down but not sure it related to negative trend. But many products like sun network, swiggy, Zomato, Cricbuzz are doing well"
809,"@agyaani_maanush Hi! Please do not respond to any Phone Call/Email/SMS/Letter claiming to offer rewards/lucky draw prizes on behalf of Snapdeal. We NEVER request our customers for unsolicited financial information or advance payments in exchange for rewards. Thanks, Sia"
810,@Snapdeal_Help Sir today I got call from Mr.Nitin Kumar Singh claimed that he is working in snapdeal &amp; told that you (Me) are the lucky winner in Diwali draw nd won a car ..to get this car you have to pay min 2500 INR .. I suspect it's fraud. https://t.co/JeKbeFCfWa
811,@Snapdeal_Help And you people do not understand anything. If you did you would contacted us by now.. what the hell is wrong here? Mr CEO @1kunalbahl will we ever be listened?
812,"@SVsuperstar We always request our customers to never share their personal details publicly as our page is visible to everyone. You can always reach out to us via ""Private Message"" by clicking the below link. Thanks! Sia   https://t.co/1qRWCpRlvq"
813,@SVsuperstar Hi! So sorry to disappoint you. I’ve shared this with my team. We'll connect with you soon regarding this. Thanks! Sia
814,@Snapdeal_Help We do not want update. We want you to listen to our query and give us the resolution as per my query. When you people will contcat us? Contact us asap
815,@BhavnaS12602012 We certainly understand your disappointment. We're closely following up on this and soon you'll hear an update on this. Thanks! Sia
816,"@HPSupport @HPIndia @HP, I purchased a 711 cyan cartridge in October online via @snapdeal. The one on the left is the new one. The chip looks different from the one I earlier had. Also my printer head is not working after installing the new cartridge and needs to be replaced. https://t.co/QARMEM9dPA"
817,@Snapdeal_Help We want answer Parv.. Where is your response?
818,@Snapdeal_Help Haven't received any of your response..is this the way you are wokring. @1kunalbahl Is this the way your company is working? Is this your process?
819,"@vinaykashy Snapdeal did something too, remember? Roped in Aamir Khan as the brand ambassador at a time when he said India was being increasingly intolerant. :)"
820,@dmuthuk Look at snapdeal they are still paying d price of amir khan.
821,"@zomatocare @ReallySwara @zomatoin @zomato @deepigoyal @Republic_Bharat U will repent if u listen Swara.

Withdraw from @republic @Republic_Bharat and see the outcome.

Do u recall #snapdeal episode?

@aamir_khan tried to b over smart and rest is history."
822,@Flipkart @flipkartsupport @amazon @snapdeal @eBay  Flipkart and the courier partner were involved in the scam. Specially in the pin code 756045 area. I ordered two mobiles from two different user. But Flipkart has same reason to both the user. Cancelled due to Unforeseen reason
823,"@Spiritual_Sri We're sorry for the unpleasant experience. Be assured, we're working on the issue and we'll have this sorted on priority. Thanks! Sia"
824,"@Snapdeal_Help Even after returning the product, I am constantly receiving calls from Snapdeal for the return. This is disgusting. Since morning I have received 5 calls. Snapdeal is testing my patience. If they dont fix this soon, I will have to take the matter in a different way."
825,"The enhanced propensity in the last eight months of people from smaller cities, towns and villages to shop online has bolstered this growth.”

https://t.co/mm7LJmhZCD"
826,"😍 Your closet has a need to own this look!
Buy now: https://t.co/LuNfqj4axl
#ShopFromYourHome https://t.co/puln2IaVbC"
827,@dmuthuk Snapdeal went down shortly after Aamir Khan spouted some stupidity in 2015. Yet to recover and probably would never. It was kne of the three E Commerce Companies. One small trigger was enough to derail.
828,@swiggy_in was always better .  Zomato going Snapdeal way .  #boycottzomato
829,"@dmuthuk Snapdeal was impacted. Better for companies to stay away from controversies, years of good work can go down quickly.."
830,"Anafine helps to relieve constipation effectively and is the key to a healthy stomach.

#vocalforlocal #swadeshi #belocalforvocal #ayurvedic #natural #allnatural #fresh #saunf #senna #ajwain #yashtimadhu #easydigestion #Amazon #Shopclues #Snapdeal #Flipkart #Nykaa #purple https://t.co/nJnPqMkOp7"
831,@p_shinad @vivekagnihotri This is wat all new startups hv been doing. From Flipkart to Snapdeal to Ola to OYO. None is in profit neither they have plan to be in future. All r in huge losses and over employed. Why Govt shud support them? This is taxpayers' money why shud such bad bus models be helped?
832,"RT @Sanjeev60084195: Another Snapdeal in making 
, just now uninstalled Zomato App"
833,"Aamir Khan did shooting of Lagaan in Kutch and a severe earthquake struck the area.
Three Idiots shooting in Ladakh brought a massive quake there.
Now Lal Singh Chaddha in Turkey has resulted in Earthquake and Tsunami.
Snapdeal was much bigger than flipkart and amazon till 2014"
834,"With zunpulse smart bulb, enjoy 16 million colours, brightness control, temperature control and 4 preset modes at your fingertips.

Grab your #zunpulse smart bulb from Amazon, Flipkart or Snapdeal TODAY!
#smarthome #IoT #hometech #technology #bulb https://t.co/IfGZqXJcoK"
835,"@dmuthuk You may not remember, Aamir khan lost Snapdeal endorsement contract due to boycott and uninstalling of app.
It works where most buyers are online. 
Tanishq has offline stores. So... it depends on the situation."
836,"RT @apar_chu: Netizens especially  @BJP4India IT cell donkeys are such hypocrites.
In 2015-16 they ran a campaign against @snapdeal because…"
837,@dmuthuk I have seen snapdeal lost its share because of boycott...😨
838,@dmuthuk Ask snapdeal and Tanishq being latest.. ask Sadak movie producer and Laxmi as well
839,@dmuthuk Sir but campaign against snapdeal work
840,"@flipkartsupport @Flipkart seems you guys are becoming new Snapdeal if India, fake products are promptly delivered and genuine cancelled when price rises. Ordered Gold Coins on Dhanteras but we're cancelled today though they are still available"
841,RT @Adorablie: @MatildaAda1 @Nuthan_Ira @SaraSushant2020 @x_itsiisha_kaur @SsrTruth @deepgrewal83 @Flipkart @snapdeal @amazonIN @lux_india…
842,@rose_k01 @zomato @deepigoyal Remember @snapdeal  - how it got jacked by its endorsement of @aamir_khan
843,"@venkisha007 Please PRIVATE MESSAGE us your contact details by clicking on the given link. Our team will get in touch with you. Thanks! Sam
https://t.co/1qRWCpRlvq"
844,@Snapdeal_Help I'm worrying about data leakage only ...how come they knows customer details including address and all personal data ..please provide data security in your website ..
845,"Netizens especially  @BJP4India IT cell donkeys are such hypocrites.
In 2015-16 they ran a campaign against @snapdeal because of @aamir_khan's insecurity.
No issues today with @PhonePe_ @CEATtyres @vedantu_learn having Aamir as BA?

BJP IT cell campaigns are Jumla &amp; short lived. https://t.co/bNYNw6eKrq"
846,"Another Snapdeal in making 
, just now uninstalled Zomato App"
847,"@Spiritual_Sri I know it’s taking time, but I just checked, it’s definitely being worked upon. Thanks, Sam"
848,"@Snapdeal_Help @snapdeal  @Snapdeal_Help
 Now you people are getting on to my nerves. The product was returned 4 days back but I am still getting calls for pickup. Dont try my patience. Stop all this nonsense and get the refund done within a week. https://t.co/Ds9kCuMXBT"
849,@ca_pavan_s Hi! Thanks for highlighting this. Please do not respond to any Phone Call/Email/SMS/Letter claiming to offer rewards/lucky draw prizes on behalf of Snapdeal. We NEVER request our customers for unsolicited financial information or advance payments in exchange for rewards.
850,RT @ca_pavan_s: @snapdeal @Snapdeal_Help @snapdealdiaries #cybersecurity #onlinefraud #fraud @Cyberdost @CMOMaharashtra @DGPMaharashtra @Pu…
851,"@snapdeal @Snapdeal_Help @snapdealdiaries #cybersecurity #onlinefraud #fraud @Cyberdost @CMOMaharashtra @DGPMaharashtra @PuneCityPolice @PMCPune 

Take action against them!!! https://t.co/sMzvyizEl7"
852,"RT @devilson402: 1) order from zomato (Cash on delivery) 
2) Then refuse to take order 
3) 🔥🔥🔥Boom Another *Snapdeal*"
853,"@zomatocare @ReallySwara @zomatoin @zomato @deepigoyal @Republic_Bharat hii zomato, remember talking to tanishq and snapdeal before taking any ""Action""."
854,"1) order from zomato (Cash on delivery) 
2) Then refuse to take order 
3) 🔥🔥🔥Boom Another *Snapdeal*"
855,@zomatocare @ReallySwara @zomatoin @zomato @deepigoyal @Republic_Bharat Next @snapdeal in making..... 😂
856,"Still waiting for my refund.
You guys are just unbelievably unsupportive.#it has been more than 15 days and after telling me that your refund will be granted manually from seller. I still haven’t got my refund.@flipkartsupport
See this@amazon @snapdeal"
857,"@zomatocare @ReallySwara @zomatoin @zomato @deepigoyal @Republic_Bharat U choose  wrong side 
Ab aap ka Snapdeal  hoga 

That woman who is preaching  u is champion  of spreading  hate 
She was one who provoked  people  to  come on streets  which  lead to Delhi riots 
She misguided muslims  on NRC
She stand with jihadis 

@swiggy_in  you are on https://t.co/YqVg1O6noB"
858,"@zomatocare @ReallySwara @zomatoin @zomato @deepigoyal @Republic_Bharat Zomato, leave this lady aside, before doing or playing wid us please do remember snapdeal n its final destination..... Rest u people are smart enough"
859,@vivekagnihotri @zomatoin @zomato @deepigoyal @zomatocare If Zomoto gives up to these demands from Urban naxals then no more business with Zomoto. Hope Zomoto remember what happens with snapdeal after Amir Khan incident.
860,@zomatocare @ReallySwara @zomatoin @zomato @deepigoyal @Republic_Bharat @zomatocare I am zomato pro member from more than a year. And use only zomato for food ordering. Before looking at anything because a 3 grade actress mentioned you. Remember @snapdeal. If you have any doubt talk to them. I wont hesitate to uninstall you. Make you stand clear now.
861,@ReallySwara @zomatoin @zomato @deepigoyal @Republic_Bharat @zomatoin @zomato if you continue to support these filthy and terrorists sympathiser woman in your ads we will not going to use @zomatoin . You know what happened to SnapDeal? That Company still struggling to recover. Sometimes it hurts a lot. But no other option
862,"Xiaomi Redmi Note 4 Android 7 Update, Nokia 8 Price Leak, Snapdeal 2.0, and More: Your 360 Daily https://t.co/ASD1Yi6Nyt"
863,@MatildaAda1 @Nuthan_Ira @SaraSushant2020 @x_itsiisha_kaur @SsrTruth @deepgrewal83 @Flipkart @snapdeal @amazonIN @lux_india @sunsilkexperts @firstcryindia @Nerolac_Paints @CornettoIndia dont want Bollywood celebrities in ads anymore. Bring on real life heroes who overcome all odds to achieve success. Tell their story through your ads. We will be interested in your prducts #BoycottBingo
864,"RT @MatildaAda1: @SaraSushant2020 @x_itsiisha_kaur @SsrTruth @Nuthan_Ira @deepgrewal83 To all the brands, online platforms @Flipkart @snapd…"
865,"@SaraSushant2020 @x_itsiisha_kaur @SsrTruth @Nuthan_Ira @deepgrewal83 To all the brands, online platforms @Flipkart @snapdeal @amazonIN REMOVE THESE BOLLYWOOD JOKERS !

Enough is Enough!

We don’t want to see their faces anymore"
866,@zomatocare @ReallySwara @zomatoin @zomato @deepigoyal @Republic_Bharat Bye Bye Zomato! Say hello to snapdeal whenever you meet in the near future!  😂 All credit to @SuvaraBhaskar she is amazing at making things bad!
867,@snapdeal dm to increase followers and likes on Instagram
868,We are a country who uninstalled Snapdeal for what snapchat did. Now to wait what will happen to zomato. Is there something rhyming to this? https://t.co/MnOvwaZ3sJ
869,@zomatocare @ReallySwara @zomatoin @zomato @deepigoyal @Republic_Bharat mind it Zomato ....if you are planning to to take any step on the basis of what this urban naxal says... mind it it would be  end of the road for me wrt Zomato .....and am a big foodie ....so is my family ...don't go Snapdeal way
870,@zomatocare @ReallySwara @zomatoin @zomato @deepigoyal @Republic_Bharat Dont forget what happened to Snapdeal after amir khan’s remark... be careful...ignore this lady she has nothing else to do...
871,@ChennaiFocus So sorry for the trouble. We will connect with you at the earliest and help you out. Thanks! Avi
872,@ShreyaD50003619 Hi! So sorry to disappoint you. I've shared this with my team. We'll connect with you soon regarding this. Thanks! Avi  https://t.co/1qRWCpRlvq
873,"@ShreyaD50003619 We always request our seller to never share their personal details publicly as our page is visible to everyone. You can always reach out to us via ""Private Message"" by clicking the below link. Thanks, Avi  https://t.co/1qRWCpRlvq"
874,"Don't forget what masses can do. Snapdeal was one example. 

Either you suport the cause of the masses or you suport a commie bigot like Swara. https://t.co/75cMFrfoA9"
875,"@zomatocare @ReallySwara @zomatoin @zomato @deepigoyal @Republic_Bharat If ad will be removed because of that C grade bed sharing  flop actor , trust us uninstalling will never be the big deal for us .. and swiggy has the same restaurant associated .. so choose wisely or visit snapdeal office for the outcome"
876,Suborder no:44096512297 as usual @snapdeal has validated this @1kunalbahl self created fake order just to make courier return money and to loot sellers. Shame on u @1kunalbahl for looting @snapdeal sellers.
877,"Dear @zomatocare @zomato @zomatoin  , if u pull yr ad from republic tv , switching to swiggy wouldn't be a big deal for us Indian ...  That C grade actor @ReallySwara is one and a bitch too !! 
So , choose better or can visit Snapdeal office for outcome"
878,"@ReallySwara @organics_v Hope you know what happened to snapdeal, don't do promotion from this aunty, you have to shutdown."
879,"Buy Baby Bath Tub Online at low prices in India. Shop online for a wide range of Baby Bath Tub from top brands on Snapdeal. Get Free Shipping &amp; CoD options available.

To Know More Visit: https://t.co/n1d2RFoBJu

#babytub #babytubstopper #bathtub #bathtubs #bathtube #bathtubgin https://t.co/SXrN73IbEZ"
880,RT @TA_Purvesh: @zomatocare @ReallySwara @zomatoin @zomato @deepigoyal @Republic_Bharat @zomatoin do discuss with @TanishqJewelry and @snap…
881,@zomatocare @ReallySwara @zomatoin @zomato @deepigoyal @Republic_Bharat If endorse Swara's view get ready to become snapdeal. You Will loose
882,@zomatocare @ReallySwara @zomatoin @zomato @deepigoyal @Republic_Bharat Your response will decide whether #zomato will be the new #snapdeal or not.
883,"Dear @swiggy_in you have a great opportunity to become like flipkart,
because @zomatoin wants to become like snapdeal. Grab it. https://t.co/mMRYIeEWwF"
884,@theskindoctor13 @zomatocare @zomatoin @zomato @deepigoyal @Republic_Bharat @zomatocare should remember what happened with @snapdeal
885,RT @anshtz: @zomatocare @ReallySwara @zomatoin @zomato @deepigoyal @Republic_Bharat Before reaching any conclusion just keep in mind ki ek…
886,"@theskindoctor13 @zomatocare @zomatoin @zomato @deepigoyal @Republic_Bharat I remember SnapDeal taking the bait, see where it is now"
887,"First Salary: ₹11,000
Age: 19
Source: Snapdeal

I remember when i m in school I want to earn money &amp; wanted to deposite my whole salary in my bank account  but suddenly my father is bankrupt  approx 20 lac in his buisness Then &amp; Now Struggle is continue....🛑💔 https://t.co/Ge25lZB1UT"
888,@zomatocare @ReallySwara @zomatoin @zomato @deepigoyal @Republic_Bharat @zomatocare let me give my 2 cents. Speak to @TanishqJewelry @snapdeal @amirkhanmma @iamsrk before looking into it! U will thank me later!
889,@zomatocare @56dchess @ReallySwara @zomatoin @zomato @deepigoyal @Republic_Bharat Wonderful.... All eyes on Zomato... Be careful what you decide .. cos you don't want to end up like snapdeal by ignoring popular opinion !!
890,@zomatocare @ReallySwara @zomatoin @zomato @deepigoyal @Republic_Bharat Do you remember of @snapdeal .. How they endorsed Ameer Khan and now no body knows their existence..@ReallySwara  is not your only customer..we all are.. a customer of a food delivery app don't decide the channel in which the app will promote it's ad. Else the fate of snapdeal.
891,"@zomatocare @ReallySwara @zomatoin @zomato @deepigoyal @Republic_Bharat Dear @zomato let us know if you want to learn a lesson.
Bunch of us have expertise in so.
We had started with #snapdeal endorsed by legund @amirkha.
#tanishq is recent example.
Please respect all the views but India first."
892,"@zomatocare @ReallySwara @zomatoin @zomato @deepigoyal @Republic_Bharat @zomatoin do discuss with @TanishqJewelry and @snapdeal before looking into anything.

Just a friendly advise.

😉"
893,@zomatocare @ReallySwara @zomatoin @zomato @deepigoyal @Republic_Bharat @zomato your brother is waiting @snapdeal
894,@zomatocare @ReallySwara @zomatoin @zomato @deepigoyal @Republic_Bharat Before reaching any conclusion just keep in mind ki ek galat step aur tumhare lawde lag jane hain just like snapdeal k lage the 😂
895,"RT @CNBCTV18News: The Road To A Contactless Economy | Catch @ShereenBhan in conversation with @1kunalbahl of @snapdeal, @drsangitareddy of…"
896,@zomatocare @ReallySwara @zomatoin @zomato @deepigoyal @Republic_Bharat Don't be @snapdeal part 2.
897,RT @HiteshAwasthi89: Then he started his political statement by claiming his wife is afraid to stay in India after Narendra Modi became PM.…
898,"@zomatocare @ReallySwara @zomatoin @zomato @deepigoyal @Republic_Bharat Please give it try, if you remember @snapdeal you will understand what mistake you might be doing"
899,"@zomatocare @ReallySwara @zomatoin @zomato @deepigoyal @Republic_Bharat You decide, you want to leave one or you want to leave billions...ask @snapdeal they will tell you the story"
900,"@zomatocare @zomatoin @zomato @deepigoyal @Republic_Bharat Zomato, remember the condition of Snapdeal, which was promoted by one of the finest actor of country. And you are telling this so called Filthy Kaamwali Bai @ReallySwara that we are going to check ?

Don't dig your own grave for this fail fingering queen."
901,@zomatocare @ReallySwara @zomatoin @zomato @deepigoyal @Republic_Bharat Yeah go ahead then ur CEO can personally deliver food these commies as many people will abandon ur platform.. see snapdeal never recovered after their stupidity. Try it and see..
902,"@vinoddubey1987 We always request our customers to never share their personal details publicly as our page is visible to everyone. You can always reach out to us via ""Private Message"" by clicking the below link. Thanks, Ashi  https://t.co/1qRWCpRlvq"
903,@vinoddubey1987 Hi! Apologies for the experience you have been through. This should not have happened. We'll get this checked right away and ensure this is sorted out on priority. Thanks! Ashi
904,"@snapdeal 

Received less quantity of my order which I ordered.
It's fully cheating by snapdeal 

Pls look into matter. https://t.co/UVjD1CVu20"
905,@theskindoctor13 @zomatocare @zomatoin @zomato @deepigoyal @Republic_Bharat Just like Snapdeal
906,@Rahulav1133av Hi! Please elaborate on what went wrong via Private Message by clicking the below link. We’d like to check and get it right for you. Thanks! Avi  https://t.co/1qRWCpRlvq
907,@zomatocare @ReallySwara @zomatoin @zomato @deepigoyal @Republic_Bharat What you are looking into is suddenly finding thousands if users deleting the @zomato APP &amp; moving to @swiggy_in . Please also.look into history of @snapdeal &amp; @TanishqJewelry when they felling the trap.of anti national libtards like @ReallySwara
908,@Flipkart @FlipkartVideo Ordered on 13th Nov and will be delivered on (expected) 28th November !!! Who is responsible for downfall of flipkart ??? @Flipkart @flipkartsupport @_Kalyan_K On the same way of Snapdeal and may be closed very soon as per it's bad condition 😣😣☹️☹️ https://t.co/0zjt2LZHT5
909,@HashTagCricket @SureshNakhua @zomatoin @republic @Republic_Bharat Will immediately stop using @zomatocare if they do so. As will thousands of others. Please keep @snapdeal &amp; @TanishqJewelry in mind when they tried to appease the leftists loonies &amp; antinational hate spreaders like @ReallySwara . Think much more of @swiggy_in anyways.
910,"@zomatocare if you boycott @Republic_Bharat to show support to this lady @ReallySwara who is also responsible for Delhi Riots 2020 by her tweets, then pls read what happened with business of @snapdeal after @aamir_khan statement, https://t.co/ZbWCY0RkB4"
911,@Spiritual_Sri Hi! Sorry for the inconvenience caused to you. Our team is working on your concern and will update you soon. Thanks! Avi
912,"@umennet Hi! Please do not respond to any Phone Call/Email/SMS/Letter claiming to offer rewards/lucky draw prizes on behalf of Snapdeal. We NEVER request our customers for unsolicited financial information or advance payments in exchange for rewards. Thanks, Avi"
913,"@KanganaTeam Madam uninstall @twitter and give single star rating as did with snapdeal during Amir Khan case.😊

Also inform your followers to boycott twitter. ☺️"
914,@BhavnaS12602012 Hi! We'll be getting in touch with you shortly. Please grant us some time. Thanks! Parv
915,@Snapdeal_Help Please connect asap
916,@BhavnaS12602012 Hi! Please allow us sometime. We will connect with you at the earliest and help you out. Thanks! Parv
917,"@Snapdeal_Help We are again facing issue and that earlier issue got resolved but again I am facing the same.
A genuine seller"
918,Our company is being targeted by your employee Akriti. She is behaving inappropriately with us. We want any other employee to attaned our query. Other seller are getting correct payouts but not us. Seeking help! @1kunalbahl @snapdeal @Snapdeal_Help #snapdeal #help #wewantjustice
919,@BhavnaS12602012 Hi! Our team got in touch with you and updated you on the issue. Thanks! Parv
920,"@snapdeal @Snapdeal_Help @1kunalbahl Kunal we are again facing issue with your company Snapdeal. You are not providing us the proper information regarding our payments we are genuine seller. Our company is being targeted by one of your employee Akriti. Please help
#snapdeal #help"
921,@SSabari33463826 Hi! Please elaborate on what went wrong via Private Message by clicking the below link. We’d like to check and get it right for you. Thanks! Avi  https://t.co/1qRWCpRlvq
922,"@snapdeal Why We should not buy in Snapdeal. 
@GauravP26479152 
@JasmineTitly
@VijayKuamar7 
@cuteushakumari 
@Vandana45086528 
@Rahulrahs"
923,"@snapdeal No shopping from # @GauravP26479152 
@JasmineTitly
@VijayKuamar7 
@cuteushakumari 
@Vandana45086528 
@Rahulrahs"
924,"@CNBCTV18News @ShereenBhan @CNBCYoungTurks @1kunalbahl @snapdeal @drsangitareddy @HospitalsApollo @debjani_ghosh_ @nasscom Wow, wasn't Debjani vehemently opposed to a work-from-home model for IT companies?"
925,"For the perfect moment to make you more special. 😍
Buy now: https://t.co/gNtXpbXbCb
#ShopFromYourHome https://t.co/FptYDBmXzQ"
926,"You must change your brand name from Flipkart to ""Flip "" the word flip suits ur company image and the founder owner itself @_Kalyan_K @_sachinbansal  I hope this new name of Flipkart "" flip"" should be known by everyone out here @amazonIN @snapdeal @PurplePebblePic"
927,"#YoungTurks| 'We have to improve tech literacy &amp; support innovations financially', says @1kunalbahl, CEO of @snapdeal in a  conversation with @ShereenBhan. He also adds, 'We as a country also need to support failure of some of the innovations' https://t.co/PD00Jbjr9b"
928,"https://t.co/MRXUqQn061

France Attar Roll On Perfume (8 ML)

Rs.299

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/MXIvk22wGW"
929,"https://t.co/iIlnzafQBF

London Night Attar Roll On Perfume (8 ML)

Rs.299

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/CS1Kjw4kRq"
930,"https://t.co/LuJi2eyFz1

Paris Oudh Attar Roll On Perfume (8 ML)

Rs,299

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/7ffjySVC5f"
931,"https://t.co/UMIIXi152N

Magnet Attar Roll On Perfume (8 ML)

Rs.299

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/9rcf2ySU0I"
932,@ola_supports Happy with Other service provider.. you did same mistake that #Snapdeal did long back. Never used snap deal and now its #Ola
933,"https://t.co/l84AnbkJey

Z-Plus Attar Roll On Perfume (8 ML)

Rs.299

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/bmXm1hjR83"
934,"https://t.co/uakumNilXS

Attar Roll On Perfume (8 ML)

Rs,299

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/6ZfaYyVpLK"
935,"https://t.co/6WIfbdg7BM

XTREME Attar Roll On Perfume (8 ML)

Rs.299

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/v3KpTGk6v4"
936,"https://t.co/uL8uKNKOsK

AI- Raheel -Attar Roll On Perfume (8 ML)

Rs.299

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/ah4vkIx43y"
937,@Manoj36131756 Hi! Please elaborate on what went wrong via PRIVATE MESSAGE by clicking the below link. We’d like to check and get it right for you. Thanks! Parv  https://t.co/1qRWCpRlvq
938,"@snapdeal Parker Classic StainlessSteel
Ball Pea Fak Ret Che I Do Not Shop Pen"
939,"https://t.co/yXyaxeCYOm

Rooh -E - Gulab Attar Roll On Perfume (8 ML)

Rs.299

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/YUEabq8WCW"
940,"RT @nasscom: ""Improving tech literacy, assisting innovation financially, and supporting failure are key for the #ContactlessEconomy/ less-c…"
941,"https://t.co/xKAzMplfP1

MajMua Attar Roll On Perfume (8 ML)

Rs.299

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/TDNm4KGA5A"
942,"https://t.co/zx1fFOcNX8

Muse Flower Attar Roll On Perfume (8 ML)

Rs.299

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/CK3OsFQm3w"
943,"""Improving tech literacy, assisting innovation financially, and supporting failure are key for the #ContactlessEconomy/ less-contact economy"", says @1kunalbahl (@snapdeal) during his conversation with @debjani_ghosh_ , @drsangitareddy, and @ShereenBhan. https://t.co/q1FBuZ5IWj"
944,"https://t.co/FEeLfZcCPf

Silk Attar Roll On Perfume (8 ML)

Rs.299

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/qLdoeL4YmZ"
945,"The Road To A Contactless Economy | On Young Turks at 4pm, catch @ShereenBhan in conversation with @1kunalbahl of @snapdeal, @drsangitareddy of @HospitalsApollo &amp; @debjani_ghosh_ of @nasscom as India moves to create a contactless ecosystem

@CNBCTV18News https://t.co/bD7HoBEQtO"
946,"@ChennaiFocus Hi! Sorry for the inconvenience caused to you. We've replied via private message. Kindly check. Thanks, Parv"
947,"https://t.co/N8dX20JNWm

Ganesha Idol Playing Sitar , 1 Pcs

Rs.399

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/QSZT92eiCt"
948,"@Flipkart @_Kalyan_K @ConsumerReports @FlipkartStories this is getting to much from Flipkart I have order product when it was in offer Big billon , so cheap tricks uh guys are doing now I wish all the other companies should know @amazonIN @snapdeal @PurplePebblePic @Sana"
949,"@Snapdeal_Help I have already messaged the order ID to you. Never seen such arrogant courier people and the audacity to say ""Complain wherever you want, we don't care"". Why do you send thru such services? Is not #CustomerExperience important to you? I want the product to be delivered today"
950,"https://t.co/N8dX20JNWm

Ganesha Idol Playing Sitar , 1 Pcs

Rs.399

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/TLIfxCG8j7"
951,"https://t.co/ea2bZBWA1i

Ganesha Playing Wooden Base, 1pc

Rs.399

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/7J19b3Ni6N"
952,"https://t.co/fgCX2WERRv

Ganesha Playing Harmonium Brass

Rs.399

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/FFcdIASU4Q"
953,"@ChennaiFocus Hi! Sincere apologies for the unpleasant experience. Please PRIVATE MESSAGE us the order ID by clicking on the link given below, we'll help you out. Thanks! Parv   https://t.co/1qRWCpRlvq"
954,"The Road To A Contactless Economy | Catch @ShereenBhan in conversation with @1kunalbahl of @snapdeal, @drsangitareddy of @HospitalsApollo &amp; @debjani_ghosh_ of @nasscom as India moves towards creating a contactless ecosystem https://t.co/VACDdVg0iy"
955,Item bought from @snapdeal @Snapdeal_Help - Pathetic service @XpressBees_IN Out for delivery / Mobile number unreachable for 16th &amp; 17th without any attempt to deliver - when contacted very arrogant and  abusive response - Says pick it yourself -  #CustomerExperience #SocialMedia
956,@baghumama Our team got in touch with you and updated you on the issue. Thanks! Sia
957,"RT @CNBCTV18News: COMING UP AT 4 PM | The Road To A Contactless Economy

On @CNBCYoungTurks, catch @ShereenBhan in conversation with @1kuna…"
958,"https://t.co/qrjayIu5sM

Hand Carved God Ganesha Resin Idol Sculpture Statue 

Rs.699

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/L0LJ3eK9u6"
959,"https://t.co/1z9FieDD04

Hand Carved God Ganesha Resin Idol Sculpture Statue 

Rs.699

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/BdfjmnZorv"
960,"COMING UP AT 4 PM | The Road To A Contactless Economy

On @CNBCYoungTurks, catch @ShereenBhan in conversation with @1kunalbahl of @snapdeal, @drsangitareddy of @HospitalsApollo &amp; @debjani_ghosh_ of @nasscom as India’s moves towards creating a contactless ecosystem https://t.co/j5vDjr39oA"
961,"https://t.co/fP9SE4wBsT

Hand Carved God Ganesha Resin Idol Sculpture Statue 

Rs.699

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/ZPLSRbDJfM"
962,"https://t.co/7DUSsRxLOd

Hand Carved God Ganesha Resin Idol Sculpture Statue 

Rs,399

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/ntKuTx17wH"
963,"https://t.co/oaiyqu0eBb

Hand Carved God Ganesha Resin Idol Sculpture Statue 

Rs.699

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/lcQGdrUfea"
