,tweets
2025,"Parcel is out for delivery since yesterday, called delivery agent and CC many times and today when I contacted CC, The representative told me to wait for another 3  days. THIS IS HOW PRIME DELIVERY WORKS?? In a small town delivery may take 4 days  @amazon @AmazonHelp @amazonIN https://t.co/Hvh2t3zQED"
2026,@Iyervval @amazonIN @jagograhakjago I no longer Buy Big-Ticket consumer electronics online ... Have found a Local Showroom where the owner answers the call directly
2027,@amazonIN Return Request ( Order# 404-6785118-5241157 ) Raised the issue several times but still no action has been taken.  Customer support only providing false promises. Rs 35000 stuck for a defected  laptop. Pickup agent also not turning up and cancelling pickup on his own.
2028,RT @Mohvan_sharma: I did not received my order yet. This is twice that order showing delivered status but unfortunately I didn't received.…
2029,"@Iyervval @amazonIN @jagograhakjago They took down the Ad. With minutes &amp; Challenged my Claims.. Thankfully I had screenshots. 

All this changed when I copied one of their India Heads over email.  

Everything that was taking weeks suddenly was resolved with hours &amp; around 1.5 L was returned."
2030,"Small magic of life: 
Ordered @dominos_india from Mumbai to deliver at Samastipur to celebrate nephews bday. 
Feel like a kid who got surprise gifts.
Thanks @dominos_india and @amazonIN for covering #Samastipur #Bihar.
The franchise owner overwhelmed while chatting with me. :)"
2031,@Iyervval @amazonIN @JagoBharathJago You are reviewing Amazon and it's delivery here. Not the product.
2032,"I love how useful Amazon Q&amp;As always are! 😀
@amazonIN @amazon https://t.co/R6lfT9Mdjz"
2033,"@AmazonHelp You suppose to solve my issue in 12hrs, still I haven't received any call or my money back.@amazonIN  is crap. @JeffBezos"
2034,"@amazonIN 
What is in bill and actually in pocket https://t.co/DgHgQg0XaK"
2035,@ManOfCapitalism @amazonIN @jagograhakjago Yeah I know / they do poetry competitions 🤣🤣🤣
2036,"RT @Krishan_K_Sah: @amazonIN @AmazonHelp Ordered a TV on 30Nov, but the promotional cashback has not been credited till now. Already raised…"
2037,@myuvarajkannan @BlueDart_ @AmazonHelp @amazonIN @amazon Dear yuvaraj please file complain to senior coustomer.
2038,"@amazonIN @AmazonHelp Ordered a TV on 30Nov, but the promotional cashback has not been credited till now. Already raised a complaint on 4Nov but my issue has not been resolved yet. Its been 24days CC says sorry &amp; to wait every time, is this the best service you provide?"
2039,Tell me @amazonIN which part of “bad packaging the product arrived broken” violates your review guidelines? Which guideline specifically? @JagoBharathJago https://t.co/t6KBTO8xfF
2040,"@Iyervval @amazonIN @jagograhakjago yes, they did"
2041,"@amazonIN didn't deliver the order and showed that the order is delivered, @Flipkart sent just one part of the apparel, when it was a set of two, and @myntra  delivered a dress instead of chinos. @AmazonHelp @MyntraSupport"
2042,"@Iyervval @amazonIN @jagograhakjago नॉट इबन धैट, they also disable ur ability to review if u haven't bought things from them within recent months. I have completely stopped buying from them. Don't know why but incidentally they have also become even worse after his divorce .."
2043,"@Iyervval @amazonIN @jagograhakjago year ago I ordered an OLED TV sold by Cloudtail &amp; Fulfilled by Amazon. When the Package arrived it appeared that it had been opened before &amp; The year of Manufacture didn’t match the Ad. 
On the website."
2044,RT @Satyachowdary12: Like if you can’t wait you can go ahead. Do we really require this kind of foreign company to rule Indian e-commerce.…
2045,"@Iyervval @amazonIN @jagograhakjago Lol BTW if that's the case people will confidently shop from Flipkart. Moreover, @jagograhakjago should not exist in the first place. Gov agencies only imbibe taxpayers' cash for no good @Iyervval"
2046,"What is going on in prayagraj!!! Why each delivery company is messing up with order. In a span of 2weeks, @amazonIN @Flipkart  and @myntra has messed up the order."
2047,"@Iyervval @amazonIN @jagograhakjago If it's damaged, u can seek replacement. Amazon is quite co-operative in such case. This has always been the case. They never accept reviews which mention damage, issues due to delivery etc. Fair enough."
2048,"I did not received my order yet. This is twice that order showing delivered status but unfortunately I didn't received. Complained but no any update.
 @amazonIN @AmazonHelp @amazo"
2049,@thebooksatchel @amazonIN The messages are in Hindi too!
2050,"@amazonIN worst customer service by Amazon my deffective received item returning failed 9th times for box verification but I not received item with box. Order I'd  405-0467805-4562724 . Please help me , beware buying from amazon."
2051,@Iyervval @amazonIN @jagograhakjago Its not disabling reviews. It could be because the supplier was not authorised to sell the product by brand or was in violation of their MAP policies. Also if you have repeated the same content in both reviews Amazon would consider you as a spammer
2052,"@amazonIN Please take necessory steps for this,
Complaint number 0524725759
I am not satisfied with your customer care team. All these fraudulent happened me because of wrong guidance given by amazon customer representative on 30th sept. Regarding confirmation query for this order. https://t.co/xZJcf3P4pk"
2053,"Read what #SimbaCapeman fan has to say about it. 

ORDER YOUR COPY TODAY!

@crossword_book.: https://t.co/7KwQvM0f4T
@amazonIN: https://t.co/uxlEP3doCY 
@Flipkart: https://t.co/cj8oymByGJ

 #GraphicNovel #Book https://t.co/RA5eP4sjZ1"
2054,"@Iyervval @amazonIN @jagograhakjago Censorship and supression at another level! 

WhiteHat Jr  who has excess funding is behaving like a crony capitalist while Amazon is already a crony capitalist. You won't see this in mainstream media because they have been sold. @jagograhakjago"
2055,"@amazonIN  I have problem regarding kyc for amazon pay ,
Many times attached address proof but didn't accept by you. Help if you can ???"
2056,"@amazonIN I have purchased a trolly bag from amazon .This bag is diffective item. So I try to return item 9th times but every time failed for returning item for box verification on  pick up time,&amp; cancel return.I also elaborate my issue so many times to Amazon customer care."
2057,"Has anyone else noticed that @amazonIN has disabled negative product reviews? 2 products both completely smashed &amp; they said the one line “faulty supplier, product badly lacked &amp; damaged” review  “did not meet their standards”. Cc @jagograhakjago"
2058,"@AmazonNews_IN @amazonIN @amazonIN @MumbaiPolice @timesofindia @AmazonNews_IN one person from below number +917604028093 called me that i have won a car , after I had purchased from Amazon online. He also knows my name and my home address. Please confirm weather this person is from Amazon."
2059,@Sins_Of_Syntax @amazonIN Omg whattt!!
2060,@amazonIN refund and cashback compensation not received even after so many days and after contacting customer care multiple times all they say is to wait for 24-48 hours which doesn't end even after passing of 48 hours.
2061,"Hey @amazonpay why I can't recharge @reliancejio WorkFromHome plans from Amazon pay/ Amazon app? 
Please find Screenshot and give a solution at earliest?
Even I can't type recharge Amt I wish to recharge! What's logic??
#AmazonPay #jio 
@amazonIN https://t.co/6Z39VjK7sQ"
2062,"RT @Ayushi30961377: @amazonIN @amazon @AmazonHelp @amazonpayicici 
I had applied for credit card on 27th September and it's almost 2months…"
2063,"And I will also be returning every single product ordered via Flipkart during big billion days. With a service like yours, increasing your revenue will be the last thing I'd want to do on this earth.

@amazonIN Really sorry that I selected Flipkart instead of you for my shopping."
2064,"@amazonIN @amazon @AmazonHelp @amazonpayicici 
I had applied for credit card on 27th September and it's almost 2months my card is still under process.
Even I had to call n number of times for making the process done

Please look  into the matter https://t.co/xy17PNQbGN"
2065,"Anytime, anywhere hassle free charging with the #powerofthree

Now available @amazonIN
&amp; @Flipkart

 #landmarkmuzikXarjunkapoor
#chargeup #charging #portablecharger #portable #phonecharging #powerbank #landmarkmuzikaccessories 
#landmarkmuzik #mymusicmylandmark https://t.co/wMDe704rfS"
2066,@amazonIN I don't think so you aur ever able to help on this..the return and refund request I have done for several times.let me know in short when and how would you listen.@JeffBezos https://t.co/lAoEcEoMIR
2067,@KranthiPratti @amazonIN @OnePlus_IN I think @OnePlus_IN  mean it
2068,"@amazonIN I got a call from this number, claiming free 50k worth of Amazon product if I make a purchase of Rs.5k. Looks like fraud to me. Please check. (Screenshot is from truecaller) https://t.co/CbEsSeyZM2"
2069,@Satyachowdary12 @amazonIN @OnePlus_IN                Ref id : JGLNPV0XZSOH            @OnePlus_IN ur tag for never settle is towards improvement not with customer complaints
2070,@PrimeVideoIN @amazonIN this is the packaging recieved by u guys. This is the second product recieved without any proper packaging. Totally disgusting service. Worst service ever seen. If u guys don't have money for packaging then take it from me I'll give u ₹10. Idiots cheater https://t.co/RZzxyodksv
2071,Amazon by default is now in Hindi. @amazonIN please can you switch to regular English mode. It's **#~¶∆!! irritating to make the switch to English on every page. #AmazonStopHindiImposition!!!!
2072,RT @medianews4u: Amazon India’s #DeliverThanks campaign garners messages of appreciation for Associates across the Operations network @amaz…
2073,@amazonIN hey just wanted to cross check is this a valid sales and promotion number by amazon +91 6290-330067
2074,@LenovoThinkPads facing worst service experience from Lenovo as well as Amazon @amazonIN . I got 2 months less warranty and premier warranty 1 year is missing. Amazon is waiting for email copy from Lenovo and Lenovo is not replying to my email.
2075,@amazonIN 🤬🤬🤬 Give my 899/- refund amount as soon as possible my order id is 408-4739249-8884311 very disgusting experience.. https://t.co/VxFXnbWwFS
2076,RT @shreyanshshah28: Amazon is overrated my issue with order is not resolved and they are not taking responsibility @AmazonHelp @amazonIN h…
2077,Amazon is overrated my issue with order is not resolved and they are not taking responsibility @AmazonHelp @amazonIN https://t.co/nkB0EuPFEo
2078,"@Grofers @amazonIN Yes, you added it into my ongoing order.

I need only one things which is suitable for you.
1. Cancel my ongoing order, if u done this my SBC automatically cancelled.
2. Or you can remove SBC from my ongoing order.

Simply.

If you don't have any issues, just do anyone of it."
2079,"@BhavyaJ56717913 @ShieldVoC @AmazonHelp @amazonIN @amazonIN u will never get cash back, mark my words, @amazon THE BIG FRAUD COMPANY"
2080,"@HDFC_Bank my EMI Loan order got cancelled on the very day of placing the order and @amazonIN confirmed sending u guys the EMI cancellation. But why am I being charged a processing fee for that EMI LOAN , which was not at all processed ?? 
#hiddenCharges #hdfcSucks"
2081,Like if you can’t wait you can go ahead. Do we really require this kind of foreign company to rule Indian e-commerce. @amazon @AmazonHelp @amazonIN @Flipkart @JeffBezos @AmitAgarwal @_Kalyan_K  @consumerforum_
2082,"@amazonIN just received my order 
Treo By Milton Honey Bell Glass set. When we opened that parcel one of the glass was already broken. Arrange a replacement order for this.  # 403-7748484-4618758 https://t.co/4MlSFxu0WR"
2083,@amazonIN I ordered a product I received totally different wrong item  so many times I will call you guys nobody response properly I will already requested 3 times to return and refund my money you guys cancel my return 402-1928698-5335537 my order id worst service ever
2084,@SherazGuddu @sandip889 @trybhi @AskSaahil @CeoAshishYadav @GauravHTML @UdaipurPolice @udaipurblog @jagograhakjago @JagoGrahakJago_ @CybercrimeCID @onlineshopping @amazonIN @FlipkartSellers @Flipkart @RajGovOfficial @RajCMO @BJP4Rajasthan @RajBhavanJaipur @HomeMinistr2024 @consumerforum_ @forum_consumer @trybhi please clearly specify if you are intending to refund our money???
2085,"@amazonIN All this happened by the grace of your amazing logistics in Ludhiana! I got my product a month later, with an open box and with no support from your CC!"
2086,"RT @akshatKh_20: @amazonIN @AmazonHelp @amazon
Pathetic Service by amazon and their customer care ! Ordered the phone and Rescheduled my or…"
2087,"Indian Exporters on Amazon Global Selling gear up for Black Friday and Cyber Monday https://t.co/UDtzbjX6cp 
@amazon @amazonIN @AmazonUK #ecommerce #merchants #sellers #BlackFriday #CyberMonday https://t.co/5zxIlmRLc0"
2088,"@AmazonHelp No assistance received after emailing. Seems the whole amazon customer support system is fraud @amazonIN . Please stop making fool of customers , cc @AmitAgarwal @JeffBezos"
2089,"@amazonIN @AmazonHelp @amazon
Pathetic Service by amazon and their customer care ! Ordered the phone and Rescheduled my order but it was been automatically returned and refund initiated, instead of delivery on reschedule date. I lost my amazon gift voucher as well as offer."
2090,"RT @BhavyaJ56717913: @AmazonHelp @amazonIN 

I didn't got my cashback

No reply to 3 mails I sent. https://t.co/PI4NJuCms9"
2091,"RT @SamratYokel: @amazonIN @AmazonHelp 
Order number 406-8158307-1386702
Is yet to be delivered for which payme t of Rs. 594 has already be…"
2092,"@amazonIN ...@tail_cloud .... Could you kindly expedite replacement order no. 408-9785598-3068369 dated 23rd November. The original order was 408-0453330-5903545 dated 12th November 2020.
Thanks in advance."
2093,"@amazonIN @AmazonHelp 
Plz adjust my pending delievry of the avove mentioned order number against order no 406-2424597-2770732 and refund the remaining amount."
2094,RT @Dinesh143Dk774: Can Amazon deliver this item to me? @amazonIN @AmazonHelp https://t.co/bgcK50Gdqc
2095,"@AmazonHelp @amazonIN 

I didn't got my cashback

No reply to 3 mails I sent. https://t.co/PI4NJuCms9"
2096,"@amazonIN @AmazonHelp 
Order number 406-8158307-1386702
Is yet to be delivered for which payme t of Rs. 594 has already been paid. Its been more than 6 months now and the product is yet to be delivered.
#FraudAmazon #BadCustomerService
#AmazonScam"
2097,Can Amazon deliver this item to me? @amazonIN @AmazonHelp https://t.co/bgcK50Gdqc
2098,"I request @mygovindia @PMOIndia to make it mandatory for online shopping sites like @Flipkart @amazonIN to list details of Seller's Name, Company &amp; location from where he is selling. This will not only help customers but also towards national security &amp; other financial tracking."
2099,"RT @vihanev: Low level @JeffBezos fraud @AmazonHelp @amazonIN 
How many fake orders one can generate on your fraud platform before getting…"
2100,"Low level @JeffBezos fraud @AmazonHelp @amazonIN 
How many fake orders one can generate on your fraud platform before getting blocked ?

A million orders?
U cheap ppl. https://t.co/aLrFKD5Fyg"
2101,"@amazonIN I am Sandeep Parmar registered with parmars1988@gmail.com. For the purpose of an outing, I placed few orders which i was expecting to be delivered by today but due to lockdown in Ahmedabad few are yet pending.

Can you please  help me here?"
2102,"KESETKO® Steno Notebook, Shorthand Notebook, Writing Notebook, 7 inch x 5 i... https://t.co/8BVbX4dQyj via @amazonIN"
2103,"Amazon India’s #DeliverThanks campaign garners messages of appreciation for Associates across the Operations network @amazon @amazonIN #RaviDesai @rajdeepakdas #AmazonIndia #Amazon @kkalpu @Umanathv 
https://t.co/zvtkDztjsF"
2104,"RT @imranahmadshs: @amazonIN @amazon 
Why should customer suffer due to your internal operational issues.
Please offset differ amount.
Your…"
2105,"RT @callmemanojkr: Here is my screenshot at samsung deals on Amazon great indian festival.
#AmazonGreatIndianFestival 
#AmazonSpecialsSamsu…"
2106,"RT @callmemanojkr: So,here my screenshot,
Great deals on smartphones. 
#AmazonGreatIndianFestival 
#amazonspecialsoneplus 
#amazonspecialso…"
2107,@amazonIN I purchased bedsheets from you and I received without price tags and 1 having torn fabric. So I put replacement order now it is being rejected saying there is no price tag. So now I'm stuck with torn fabric bedsheet. This is 2nd time I'm receiving packaging like this.
2108,"RT @nickchemistry: Dear @amazonIN @AmazonHelp 
Who are the responsible for wrong product(not defected, completely different item) delivered…"
2109,"Dear @amazonIN @AmazonHelp 
Who are the responsible for wrong product(not defected, completely different item) delivered by amazon. We have easy option to return if product is damage. But here item r different. Plz block local seller."
2110,"@amazonIN My amazon pay balance is gone,  please contact me on 9637430066, my register number is 8884342060 and email address,  mtechdhairy@yahoo.com"
2111,@JeffBezos @AmazonHelp @amazonIN Today again received this message. Seems no one from customer service is taking care. You people are doing mental torture. I am totally frustrated now. @JeffBezos @AmazonHelp @amazonIN https://t.co/EEaCHjwK0Y
2112,"@Saddow0006 @BlueDart_ @AmazonHelp @amazonIN @amazon Same issue AWB 50856259381 Above attached package not delivered to us then how can you update package is delivered ???? 

Where is the Seal and sign ???

You people simply sign and fill our contact number means it's enough to you ???? 

my product worth Rs10,000 how can I leave u"
2113,"RT @pp_pande26: Order Pickup guys r not coming since 19th Nov , it has been more than 6 days. Location :kikastreet,Gulalwadi Pincode:400004…"
2114,"Beware......!!!!!
Big fraud by @amazonIN with me
I ordered prepaid VIP aristocrat but @amazonIN web's show ordered delivery without giving my orders.......
I complaint to customer care bt it they said i given the order....
Please help what i do????
@sudhirchaudhary ji
@amazonIN"
2115,"@amazonIN I ordered 3 times from Amazon every time the delivery boy calls somewhere else and when I don't go, the dilevary boy cancells the order by writing a region of his choice, why ? https://t.co/oBuv2mMxYj"
2116,"@TheSachinR @AmazonHelp @amazon @amazonIN @EpsonPrinterSu @HMOIndia Hi Sachin, sorry to hear about that. Please provide us with your service request number, your product’s serial number, and mobile number. We will get in touch with you soon."
2117,@amazonIN why did you initiate amazon pay later before you checked the software is in place.. Registration itself didn't take place through app.. Had to do it through browser and now not able to place order repeatedly
2118,"Order Pickup guys r not coming since 19th Nov , it has been more than 6 days. Location :kikastreet,Gulalwadi Pincode:400004
Order is getting rescheduled and cancelled unnecessarily.
Pls look into the matter
Already contacted cust care. Got no help
@amazonIN @amazon @AmazonHelp"
2119,"@amazonIN sir i received a different product what was order. And now it's more than 6 days i have raised a complaint about that, but still product was not picked up by courier service. You guys always gave me a different date to pickup.Please i have requested you refund my money https://t.co/kjYAepmNiU"
2120,"@sardesairajdeep @Flipkart #flipkart #flipkartsupport #Amazon @amazon @amazonIN 
Flipkart has closed my account without giving any information. What is the service of Flipkart. Maybe I am a responsible person in a society.
I too have respect in this society, because of you people who have damaged"
2121,"Time to power up!
The 10000mAh #realmePowerBank2i comes with High-density Lithium-polymer Batteries offering an efficient and stable charging experience!

Priced at ₹799. Available on https://t.co/n3vAbwuqXx &amp; @amazonIN.
Buy now: https://t.co/jzbeP6Jio0 https://t.co/i3nZNVylN5"
2122,"@AmazonHelp After replying back to social team they told to wait for some time and here comes final mail saying cancelled by digicare

This is happening for the second time.

When you give an ac for 5 Star the service providers are -5star raters
Hate ordering in @amazonIN  worst @AmazonHelp https://t.co/JIk9ObLct3"
2123,@BlueStarLtd @AmazonBusiness @amazonIN Ordered 3 ac’s during the sale on Amazon using business account.... now no ac’s .... very bad service level from Blue Star and Amazon!!!!!!!!!!!
2124,@amazonIN  Does Amazon India invite customers to take products elsewhere? @narendramodi @AmitShah
2125,"@joshianil00 @heytal @amazonIN Yes it is available in US, I have been asking for this for years now in India but I think there are no cost implications hence no optimization. I think they have per package delivery costs/commissions."
2126,@Hi_iamnishat @amazonIN We cannot add SBC from our end and neither can cancel it from our end.
2127,"@Grofers No, i didn't understand it. I simply know this that I didn't order it. You peoples are automatically added this into my cart. Now these days I didn't order regularly from #Grofers. I mostly ordered from @amazonIN
I was regular buyers of #Grofers u can check my purchasing records"
2128,"@AmazonHelp @amazonIN  things arent that simple...its a huge thing thats need a phone call forsure due to bogus staffs you have!
...Kindly connect for a better clarity @AmazonHelp @amazon"
2129,RT @DebPal2018: @HULPureit #pureitindia my Pureit RO stopped working today only within 3 months of my RO purchase from @amazonIN @PrimeVide…
2130,@amazonIN Product NOT delivered-get email that its been; call cust svc-get transferred to escalation-ON HOLD for 13+ mins-I hang up;call the delivery guy umpteen times- he keeps cutting the call. Guess the escalation desk wait time is the indicator of ur terrible service @amazon https://t.co/tVfbVOe8Kp
2131,@diweshjha @_Kalyan_K @Flipkart @FlipkartStories @flipkartsupport @FlipkartW @Walmart @walmartindia @amazon @amazonIN @ZeeNews The slogan of the rise of new India is putting Digital India watts Flipkart company. They need another 24 days to refund the money even after 42 days.
2132,"@amazonIN You guys falter too much. Few days before, ATS sent a re-packed damage item and twice sent wrong thing of same item. And now after 13 days of ordering, only after poking CS is telling about delay on the day of scheduled delivery. What's this?! @Flipkart improved, U not."
2133,@HULPureit #pureitindia my Pureit RO stopped working today only within 3 months of my RO purchase from @amazonIN @PrimeVideoIN @AmazonHelp . Worst product ever by #HulPureit . Never gonna buy Pureit again. https://t.co/7Q3a0CxkGf
2134,@Ashish06392598 @JeffBezos @AmazonHelp @amazonIN @amazon @aajtak @ZeeNews Any status of refund ?
2135,@Ashish06392598 @JeffBezos @AmazonHelp @amazonIN @amazon @aajtak @ZeeNews @AmreliaRuhez @TechnicalGuruji @tech_burner @stufflistings IF POSSIBLE HELP HIM HE IS IN NEED
2136,I wish fr this.. pls help @amazonIN @amazon
2137,"RT @ShashiTharoor: Video of the launch event, with a lively discussion on some of the key issues raised in #TheBattleOfBelonging: https://t…"
2138,Different price 4 different users? without prime and with prime?!! @amazonIN lol! https://t.co/WCl8l4flr6
2139,"@amazonIN @amazon 
Why should customer suffer due to your internal operational issues.
Please offset differ amount.
Your Seller/App/Service/Delivery and We as a customer in loss every single time. https://t.co/Npw9h5OJTb"
2140,"@diweshjha @_Kalyan_K @Flipkart @FlipkartStories @flipkartsupport @FlipkartW @Walmart @walmartindia @amazon @amazonIN @ZeeNews What a big thief company is today, after 42 days, the man from Gurgaon (Flipkart Travel) calls and says that your problem has been sent to the Concern team and in 15 + 9 = 24 days, money will come ... This company  Runs his business of coustmer money and earns interest from the"
2141,RT @mayurpa91420496: please solved my issue @amazonIN
2142,RT @mayurpa91420496: i am ordered one plus buds its delivered me on 23 nov but item missing in the package i am immediatly called amazon bu…
2143,"It's a amazon products
Brand Name :- Sparx Men SM-175 Casual shoes 
Any one purchase this product and more details msg me
@amazonIN @amazonprimenow @amazonproducts @Fashionmahartra @AmazonFashionIn https://t.co/WejJRXTsjD"
2144,@diweshjha @_Kalyan_K @Flipkart @FlipkartStories @flipkartsupport @FlipkartW @Walmart @walmartindia @amazon @amazonIN @ZeeNews @PiyushGoyal Exactly their customer support is so bad.  And at last they ask for feedback. 😏 @_Kalyan_K @binnybansal @walmartindia @Flipkart @amazonIN @FlipkartStories #fakepromise
2145,RT @miteshvc: @HarmanIndia @JBLSoundIn @JagoGrahakJagoo @cromaretail @RelianceDigital @amazonIN @Flipkart @JagoGrahakJago_ EVERYONE BEWARE…
2146,"KESETKO® Thumb Pins, Push Pins, Board Pins, Multicolored, for Office, Home,... https://t.co/scbwBozd3W via @amazonIN"
2147,"Tried @getsimpl today.Awesome exp.Hope to use it soon on @Uber_India, @amazonIN, @NetflixIndia and @hotstartweets  #KeepItSimpl"
2148,"KESETKO® Sheet Protector A4, Thick Clear Transparent,11 Hole Punched, TOP L... https://t.co/HsnOun70Gn via @amazonIN"
2149,"RT @SurajKu92198420: Tried @getsimpl today.Awesome exp.Hope to use it soon on @amazonIN, @SheinIndia, @myntra, @dominos_india, @NetflixIndi…"
2150,"KESETKO® 30mm Gem Clips, Paper Clips, (120pcs) U Clips Multicolored for Off... https://t.co/iLCXCC7JgE via @amazonIN"
2151,"KESETKO® Gem Clips, Paper Clips, Large 50mm, Multicolored for Office, Home,... https://t.co/zhjohJp2T9 via @amazonIN"
2152,"@kppunterblr @amazonIN Thanks. Confirms my guess. But I'd actually pay for lesser interruptions. 

https://t.co/aoMib83A20"
2153,"KESETKO® White, Plain Writing Slip Pads, Estimate Pads,(Pack of 3 Pad) 10cm... https://t.co/kroKndLxLi via @amazonIN"
2154,"Hey @JeffBezos ..this is weired...more than 60% indian does not know either English or hindi..in that case @Flipkart is much better..dnt play with the sentiment of the people. It will backfire
@amazonIN https://t.co/RWrxThSzR2"
2155,"@heytal @amazonIN In fact, they do. Hence multiple folks deliver the different items. I know the team which worked on that algo -- it's a tradeoff on how much to buffer incoming items vs how much to send it out, with a constraint on the limit of items that can be carried by a delivery agent."
2156,"RT @anilkumarsahay: @amazonIN @amazon @AmazonHelp 
This is delivery agent contact no. +918851835422
He is cancel my order and i want replac…"
2157,"RT @aziz_x_rahmani: I returned my product to delivery boy on 19 th November, and i didn't get my refund money. @amazonIN @AmazonHelp https:…"
2158,"@amazonIN @amazon @AmazonHelp 
This is delivery agent contact no. +918851835422
He is cancel my order and i want replacement .
I don't not know anything it's amazone service default. And I don't want to return the phone because phone price is high now 
So rearrange the new order https://t.co/OPOfcvVgxT"
2159,"@AmazonHelp @amazonIN  And when i made a call to them on 20 nov they said there is wrong information provide frou our executives and you ordered white color which is not eligible for cashback I have paid by hdfc credit card on 17  oct so clearly i am eligible for cashback
#amazon https://t.co/pCtiu3GR92"
2160,"I returned my product to delivery boy on 19 th November, and i didn't get my refund money. @amazonIN @AmazonHelp https://t.co/dQAIDReHSB"
2161,"@AmazonHelp @amazonIN @amazon
Issue - Missing Product
till 34 days my issue is not solve.
Approx 25-30 times called in Amazon customer care ,they said your issue handle by ECR team. every time they said different type of status. I want to refund my money."
2162,"RT @ElicitOdisha1: Worst service by Amazon people.
Waste of Time and money
@AmazonHelp @amazonIN 

#GHMC"
2163,"Worst service by Amazon people.
Waste of Time and money
@AmazonHelp @amazonIN 

#GHMC"
2164,"@nupurshah02 @pulp_fraction @Mivi_Official @amazonIN Hey Nupur, you can send in us your requirements and we’ll definitely get back to you with recommendations that match your needs!"
2165,"Looks like @amazonIN plumbing new pathetic low every time..now they 'request' me to arrange courier for a return! N spout 'company policy' whn ut suits! Sick,sordid,crooked bt totally expected frm these ppl thse days! @amazon @JeffBezos @Flipkart @eBay @reliancejio @AmitAgarwal"
2166,RT @prasenjit_art: AAG (Artists Art Gallery) Painting - Paint Multicolour on Board by Prasenjit.. #handmade #painting #art #ArtistOnTwitter…
2167,"@pulp_fraction @nupurshah02 @Mivi_Official @amazonIN Hey Aldridge, thanks a ton for recommending!"
2168,"RT @ashishsaigal1: @AimraIndia @narendramodi @Flipkart @amazonIN 
These online platforms are  doing business without maintaining hygeine of…"
2169,"AAG (Artists Art Gallery) Painting - Paint Multicolour on Board by Prasenjit.. #handmade #painting #art #ArtistOnTwitter #printmaking #photography #God #print #artshare #acrylics #ArtificialIntelligence 
https://t.co/KNDl3HfrgI via @amazonIN"
2170,"Happiness begins with Bru. #weightloss #greenapple #cinnamon #instantflavor
Order Now @amazonIN https://t.co/I3SBWEvStS
Also available @amazonIN, @Flipkart, @Paytm, @LBB, @MyNykaa 

#caffeinefree #instantcoffee #healthydiet #healthycoffee #healthierchoices #flavors #fitnesscoffee https://t.co/KsepK55yfY"
2171,@amazonIN had bad experience with Amazon ... delivery is delayed by 4 days and now I don’t want product still Amazon team is pushing and threatening that charges will be deducted ... is this u how u serve ur customers
2172,RT @g3_N_Menon: @amazonIN should have listened to dad jokes that said - Spending no money on Diwali Sale is better than saving money by buy…
2173,Got delivered this product OnePlus bud today at 10:15 am and after using around for an hour my ear got red and it's hurting badly. @amazonIN is not accepting return. Worst service and worst product ever. @OnePlus_IN @OnePlus_Support https://t.co/3vZd7CCZ3a
2174,@delhivery @flipkartsupport @amazonIN My 3 shipment has been cancelled due to your this executive two were prepaid and one was cod--- people in this locality doesn't know about escalation and all because of this might be he is feeling like Superman
2175,"RT @RaviKum75193040: I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/qMrc1IkGoG

#AmazonQuiz 

@amazonIN"
2176,"RT @NanakramGuruna1: @ASUSIndia @amazonIN @AmazonHelp @CimGOI @FinMinIndia @EduMinOfIndia @AmitShah Sir amazon and asus are harrassing me,a…"
2177,@amazonIN There has been a tremendous deterioration in the quality of products and services by Amazon - on this occasion I received an old and damaged piece of equipment - the worst is that the guy who came to pick-up for return refused to take it back. https://t.co/W9sJT70eAi
2178,RT @CDethi: @amazonIN i have ordered a hitachi ac 1.5 ton 5 star split ac where I was eligible for 1500 amazon pay cashback.. It's already…
2179,"@ASUSIndia @amazonIN @AmazonHelp @CimGOI @FinMinIndia @EduMinOfIndia @AmitShah Sir amazon and asus are harrassing me,and ruined my daughters first year of online education. https://t.co/nIetA9BHgT"
2180,"@amazonIN 
Kindly expain why my friend who does not have a prime gets a product at cheaper rate while I who has and had the prime for over a year does not. Also what is the benefit for free delivery if you're gonna charge us the same amount as non prime user. https://t.co/FnRYjki139"
2181,"@ManishManke @amazonIN If it were impacting the costs, I'm sure they'd have optimized. I have a feeling they've optimized stuff at the expense of the customer's time."
2182,@amazonIN i have ordered a hitachi ac 1.5 ton 5 star split ac where I was eligible for 1500 amazon pay cashback.. It's already 25 days and I didn't receive any cashback. The amazon costumer care is talking nonsense and giving false info repeatedly. What going on??? @amazon
2183,@heytal @amazonIN plus adding to their costs
2184,@ManishManke @amazonIN I know. That's the most frustrating part. @amazonIN should realize that every delivery is an interruption. Minimize those.
2185,@amazonIN Hey! I'm unable to pay/transfer money using Amazon Pay balance. There is no option showing whenever I scan the code.
2186,"Order no - 402-2432848-5730744
Not received yet ,order given on 15th.
Worst service , delivery boy not recieving call.
@amazon @amazonIN @AmazonComedy"
2187,"@AmazonHelp @amazonIN @amazon update pls....
I have not received any call"
2188,@heytal @amazonIN I had once ordered 2 quantities of same items. ( orders were different as I realized quantity was less) Both came on same day by two different delivery persons within a gap of 15 min
2189,Haven't received any response from @amazonIN till now..😟😟
2190,"@heytal @amazonIN In the US, they had this feature. It used to come in single package if I remember right"
